Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP
FDG53,10,Low Fat,Frozen Foods,138.718
DRG01,14.8,Low Fat,Soft Drinks,76.467
FDB38,14.8,Regular,Canned,160.692
FDI27,8.71,Regular,Dairy,43.8744
FDD29,12.15,Low Fat,Frozen Foods,252.0698
NCR41,17.85,Low Fat,Health and Hygiene,97.0094
FDW44,9.5,Regular,Fruits and Vegetables,171.3448
FDU21,11.8,Regular,Snack Foods,34.7558
FDI14,14.1,Low Fat,Canned,139.8496
FDW50,14.1,Low Fat,Dairy,168.4158
FDN39,19.35,Regular,Meat,168.3816
FDT31,19.75,Low Fat,Fruits and Vegetables,190.6872
FDJ14,10.3,Regular,Canned,78.696
NCQ43,10.3,Low Fat,Others,108.5912
FDZ22,10.3,Low Fat,Snack Foods,84.925
FDU38,10.8,Low Fat,Dairy,193.4504
FDS32,17.75,Regular,Fruits and Vegetables,139.9838
DRH13,8.575,Low Fat,Soft Drinks,106.328
DRF03,19.1,Low Fat,Dairy,40.2138
FDJ20,20.7,Regular,Fruits and Vegetables,123.4388
FDE22,20.7,Low Fat,Snack Foods,157.892
FDX22,6.785,Regular,Snack Foods,211.0928
DRM11,6.57,Low Fat,Hard Drinks,259.7278
FDL58,5.78,Regular,Snack Foods,264.9568
FDL25,6.92,Regular,Breakfast,93.1804
FDD40,20.25,Regular,Dairy,194.1162
FDT08,13.65,Low Fat,Fruits and Vegetables,149.005
FDO22,13.5,Regular,Snack Foods,81.596
NCM41,16.5,Low Fat,Health and Hygiene,92.612
FDJ21,16.7,Regular,Snack Foods,146.5102
FDC53,8.68,Low Fat,Frozen Foods,99.7384
DRK35,8.68,Low Fat,Hard Drinks,36.2506
FDQ09,7.235,Low Fat,Snack Foods,115.2834
DRB48,16.75,Regular,Soft Drinks,39.3822
DRE25,15.35,Low Fat,Soft Drinks,92.112
FDL08,10.8,Low Fat,Fruits and Vegetables,245.9144
NCV42,6.26,Low Fat,Household,110.2228
FDW03,5.63,Regular,Meat,105.3306
FDL25,6.92,Regular,Breakfast,91.8804
FDC17,12.15,Low Fat,Frozen Foods,212.0928
FDK44,16.6,Low Fat,Fruits and Vegetables,175.5738
FDE34,9.195,Low Fat,Snack Foods,182.7634
FDP10,19,Low Fat,Snack Foods,104.3622
FDZ22,9.395,Low Fat,Snack Foods,83.825
NCK19,9.8,Low Fat,Others,192.1478
FDO44,9.8,Low Fat,Fruits and Vegetables,109.2228
NCU41,18.85,Low Fat,Health and Hygiene,189.1846
NCF31,9.13,Low Fat,Household,152.3024
FDG14,9,Regular,Canned,152.2024
NCH30,17.1,Low Fat,Household,114.586
FDR36,6.715,Regular,Baking Goods,40.2454
NCJ30,5.82,Low Fat,Household,167.779
FDR08,18.7,Low Fat,Fruits and Vegetables,110.2886
FDU04,7.93,Low Fat,Frozen Foods,123.2414
NCQ50,18.75,Low Fat,Household,211.7218
FDL46,18.75,Low Fat,Snack Foods,117.7466
DRK37,5,Low Fat,Soft Drinks,188.853
FDK48,7.445,low fat,Baking Goods,76.8354
FDV58,20.85,Low Fat,Snack Foods,193.9452
FDN27,20.85,Low Fat,Meat,115.1808
FDZ52,19.2,Low Fat,Frozen Foods,112.9886
NCF42,17.35,Low Fat,Household,175.6712
FDQ48,14.3,Regular,Baking Goods,98.1726
FDW49,19.5,Low Fat,Canned,179.3002
FDR58,6.675,Low Fat,Snack Foods,90.7462
NCE07,8.18,Low Fat,Household,143.8154
FDK14,6.98,Low Fat,Canned,83.4934
FDC11,6.98,Low Fat,Starchy Foods,87.9172
FDL22,16.85,Low Fat,Snack Foods,90.7488
NCQ41,14.8,Low Fat,Health and Hygiene,196.3794
FDX46,12.3,Regular,Snack Foods,57.3562
FDC35,7.435,Low Fat,Starchy Foods,206.9638
FDH45,15.1,Regular,Fruits and Vegetables,42.8796
FDX33,9.195,Regular,Snack Foods,160.5578
DRJ35,10.1,Low Fat,Hard Drinks,59.9878
FDC40,16,Regular,Dairy,79.5986
FDO19,17.7,Regular,Fruits and Vegetables,48.1034
FDP13,8.1,Regular,Canned,39.448
FDP24,20.6,Low Fat,Baking Goods,120.1756
NCQ42,20.35,Low Fat,Household,127.9678
FDY59,8.195,Low Fat,Baking Goods,93.1462
FDU14,17.75,Low Fat,Dairy,248.675
FDB21,7.475,Low Fat,Fruits and Vegetables,240.6854
FDT32,19,Regular,Fruits and Vegetables,188.7214
FDK20,12.6,Regular,Fruits and Vegetables,124.0072
FDX09,12.6,Low Fat,Snack Foods,174.837
FDM01,7.895,Regular,Breakfast,102.6332
DRI37,7.895,Low Fat,Soft Drinks,58.7904
FDU13,8.355,Low Fat,Canned,148.5418
FDE05,8.355,Regular,Frozen Foods,145.2102
FDE58,18.5,Low Fat,Snack Foods,118.4124
FDT32,18.5,Regular,Fruits and Vegetables,189.9214
FDZ01,8.975,Regular,Canned,101.899
FDM08,10.1,Regular,Fruits and Vegetables,224.4088
FDS58,9.285,Regular,Snack Foods,158.6578
FDZ26,11.6,Regular,Dairy,238.3222
FDC46,11.6,Low Fat,Snack Foods,183.4266
FDY51,12.5,Low Fat,Meat,220.7798
FDL34,16,Low Fat,Snack Foods,142.3496
DRG39,14.15,Low Fat,Dairy,51.6982
NCG43,20.2,Low Fat,Household,94.1462
FDT01,13.65,Regular,Canned,211.5902
NCR38,17.25,Low Fat,Household,253.1724
DRF01,5.655,Low Fat,Soft Drinks,147.4102
FDF53,20.75,Regular,Frozen Foods,182.2318
FDS45,5.175,Regular,Snack Foods,105.4622
FDR20,20,Regular,Fruits and Vegetables,46.2744
FDY07,11.8,Low Fat,Fruits and Vegetables,46.5402
FDD38,16.75,Regular,Canned,102.8674
DRF15,18.35,Low Fat,Dairy,155.034
FDH32,12.8,Low Fat,Fruits and Vegetables,95.141
NCJ42,19.75,Low Fat,Household,103.0332
FDB56,8.75,Regular,Fruits and Vegetables,187.6556
FDD03,13.3,Low Fat,Dairy,234.03
NCL18,18.85,Low Fat,Household,194.6136
FDW22,9.695,Regular,Snack Foods,222.9114
FDE32,20.7,Low Fat,Fruits and Vegetables,37.5506
FDA34,20.7,Low Fat,Starchy Foods,174.408
FDJ08,11.1,Low Fat,Fruits and Vegetables,191.7846
FDG38,8.975,Regular,Canned,83.3224
FDD29,12.15,Low Fat,Frozen Foods,253.1698
NCE31,7.67,Low Fat,Household,35.4216
FDS19,13.8,Regular,Fruits and Vegetables,76.9012
FDU11,4.785,Low Fat,Breads,120.1098
FDL02,20,Regular,Canned,105.3622
FDO51,20,Regular,Meat,43.4112
DRK23,8.395,Low Fat,Hard Drinks,254.104
FDO27,6.175,Regular,Meat,95.2752
FDB16,8.21,Low Fat,Dairy,89.2198
FDA44,19.7,Low Fat,Fruits and Vegetables,55.393
NCB18,19.6,Low Fat,Household,89.6514
NCL53,7.5,Low Fat,Health and Hygiene,175.3028
FDR16,5.845,Regular,Frozen Foods,214.4218
NCQ05,11.395,Low Fat,Health and Hygiene,151.6708
FDF44,7.17,Regular,Fruits and Vegetables,132.1968
FDU50,5.75,Regular,Dairy,114.7176
FDG20,15.5,Regular,Fruits and Vegetables,178.2028
FDD58,7.76,Low Fat,Snack Foods,99.77
FDT01,13.65,Regular,Canned,212.9902
FDK15,10.8,Low Fat,Meat,98.3042
FDJ08,11.1,Low Fat,Fruits and Vegetables,189.2846
FDS10,11.1,Low Fat,Snack Foods,182.0318
FDJ55,12.8,Regular,Meat,226.8404
FDU32,8.785,Low Fat,Fruits and Vegetables,123.0414
FDG09,20.6,Regular,Fruits and Vegetables,185.9556
FDE39,7.89,Low Fat,Dairy,121.0782
FDU56,16.85,Low Fat,Fruits and Vegetables,185.8266
NCH55,16.35,Low Fat,Household,127.402
FDX33,16.35,Regular,Snack Foods,159.4578
FDR24,17.35,Regular,Baking Goods,87.983
FDC33,17.35,Regular,Fruits and Vegetables,197.3768
NCV54,17.35,Low Fat,Household,116.8124
NCQ02,12.6,Low Fat,Household,186.7556
NCU17,5.32,Low Fat,Health and Hygiene,101.4674
NCZ06,5.32,Low Fat,Household,255.2698
FDV37,13,Regular,Canned,199.4426
DRH25,13,Low Fat,Soft Drinks,50.2324
NCI43,19.85,Low Fat,Household,46.3376
NCQ53,17.6,Low Fat,Health and Hygiene,237.159
NCT18,14.6,Low Fat,Household,181.7976
FDF14,7.55,Low Fat,Canned,152.734
FDM14,13.8,Low Fat,Canned,106.9254
FDX57,17.25,Regular,Snack Foods,99.2068
NCV05,10.1,Low Fat,Health and Hygiene,153.1656
FDX39,14.3,Regular,Meat,212.5586
FDA23,9.8,Low Fat,Baking Goods,100.6016
NCV06,11.3,Low Fat,Household,194.4478
NCE31,7.67,Low Fat,Household,36.3216
DRI39,13.8,Low Fat,Dairy,55.893
FDH21,10.395,Low Fat,Seafood,160.0604
FDR26,20.7,Low Fat,Dairy,175.8028
FDA14,20.7,Low Fat,Dairy,147.176
FDG21,17.35,Regular,Seafood,149.605
NCQ38,16.35,Low Fat,Others,104.828
FDN20,19.35,Low Fat,Fruits and Vegetables,167.0474
NCN29,15.2,Low Fat,Health and Hygiene,50.3034
FDI28,14.3,Low Fat,Frozen Foods,78.2302
FDA03,14.3,Regular,Dairy,146.8102
FDZ28,20,Regular,Frozen Foods,127.3678
FDO52,20,Regular,Frozen Foods,172.1106
FDU10,10.1,Regular,Snack Foods,38.2848
FDP13,10.1,Regular,Canned,41.548
FDV02,10.1,Low Fat,Dairy,170.7106
FDS28,8.18,Regular,Frozen Foods,56.9588
FDW49,19.5,Low Fat,Canned,179.8002
FDP33,18.7,Low Fat,Snack Foods,254.7672
FDJ03,12.35,Regular,Dairy,48.5692
FDQ51,16,Regular,Meat,45.5718
DRK23,8.395,Low Fat,Hard Drinks,253.704
FDU11,4.785,Low Fat,Breads,119.7098
NCK06,5.03,Low Fat,Household,122.6756
FDY09,15.6,Low Fat,Snack Foods,174.3054
NCY18,7.285,Low Fat,Household,173.6054
FDA10,20.35,Low Fat,Snack Foods,120.9072
FDO34,17.7,Low Fat,Snack Foods,165.9816
FDE38,17.7,Low Fat,Canned,164.3842
FDF40,20.25,Regular,Dairy,248.4092
FDY02,8.945,Regular,Dairy,264.791
FDS03,8.945,Low Fat,Meat,66.0826
FDB59,18.25,Low Fat,Snack Foods,199.0084
NCQ42,20.35,Low Fat,Household,127.6678
FDO15,16.75,Regular,Meat,72.3038
DRN47,12.1,Low Fat,Hard Drinks,178.166
FDA03,18.5,Regular,Dairy,144.2102
FDA01,15,Regular,Canned,58.5904
FDB38,19.5,Regular,Canned,158.992
FDT59,13.65,Low Fat,Breads,230.6668
FDG08,13.15,Regular,Fruits and Vegetables,170.6764
FDV56,13.15,Regular,Fruits and Vegetables,106.2596
FDY26,20.6,Regular,Dairy,211.4244
DRE13,6.28,Low Fat,Soft Drinks,87.9198
FDE51,5.925,Regular,Dairy,42.8086
FDL40,17.7,Low Fat,Frozen Foods,94.541
FDD50,18.85,Low Fat,Canned,168.1132
FDC04,18.85,Low Fat,Dairy,241.8854
FDN15,17.5,Low Fat,Meat,141.718
FDC46,17.7,Low Fat,Snack Foods,182.8266
FDV56,16.1,Regular,Fruits and Vegetables,107.7596
NCR29,7.565,Low Fat,Health and Hygiene,54.793
FDY03,17.6,Regular,Meat,111.7202
FDU44,12.15,Regular,Fruits and Vegetables,164.1552
FDZ04,9.31,low fat,Frozen Foods,61.651
FDU16,19.25,Regular,Frozen Foods,82.1908
FDV07,9.5,Low Fat,Fruits and Vegetables,110.7228
NCL19,15.35,Low Fat,Others,143.947
FDW01,15.35,Low Fat,Canned,153.4682
FDC10,15.35,Regular,Snack Foods,120.3098
DRC12,17.85,Low Fat,Soft Drinks,189.1188
DRK39,7.02,Low Fat,Dairy,82.225
FDG24,7.02,Low Fat,Baking Goods,81.425
FDO04,7.02,Low Fat,Frozen Foods,53.2614
DRB25,12.3,Low Fat,Soft Drinks,106.3938
FDK26,5.46,Regular,Canned,184.824
FDM52,15.1,Low Fat,Frozen Foods,147.2076
FDY07,11.8,Low Fat,Fruits and Vegetables,46.8402
NCO06,19.25,Low Fat,Household,33.4558
FDO10,13.65,Regular,Snack Foods,55.8588
FDK34,13.35,Low Fat,Snack Foods,240.2564
FDS33,13.35,Regular,Snack Foods,86.9514
FDO45,13.15,Regular,Snack Foods,88.6856
FDF08,14.3,Regular,Fruits and Vegetables,89.8856
FDH58,12.3,Low Fat,Snack Foods,115.1834
FDS03,7.825,Low Fat,Meat,63.2826
DRF03,19.1,Low Fat,Dairy,38.8138
FDE02,8.71,low fat,Canned,93.7778
NCZ06,19.6,Low Fat,Household,252.2698
FDR23,15.85,Low Fat,Breads,174.737
NCJ29,15.85,Low Fat,Health and Hygiene,85.1224
FDY35,17.6,Regular,Breads,47.2402
FDZ01,17.6,Regular,Canned,102.699
FDX19,19.1,Low Fat,Fruits and Vegetables,233.1958
FDG44,6.13,Low Fat,Fruits and Vegetables,54.0298
FDQ23,6.55,Low Fat,Breads,100.6332
FDY22,16.5,Regular,Snack Foods,143.8128
NCN41,17,Low Fat,Health and Hygiene,125.073
FDA47,10.5,Regular,Baking Goods,162.421
NCD19,8.93,Low Fat,Household,55.4614
FDO36,8.93,Low Fat,Baking Goods,180.866
FDH20,16.1,Regular,Fruits and Vegetables,95.141
FDN12,16.1,Low Fat,Baking Goods,113.1544
NCJ30,5.82,Low Fat,Household,171.379
FDB09,16.25,Low Fat,Fruits and Vegetables,126.2046
FDA09,13.35,Regular,Snack Foods,180.266
FDL24,13.35,Regular,Baking Goods,172.3422
FDP03,5.15,Regular,Meat,125.6388
FDR58,5.15,Low Fat,Snack Foods,94.5462
FDO13,7.865,Low Fat,Breakfast,166.0526
DRD49,9.895,Low Fat,Soft Drinks,239.4564
NCF42,17.35,Low Fat,Household,176.0712
DRK35,8.365,Low Fat,Hard Drinks,36.1506
FDR58,6.675,Low Fat,Snack Foods,92.1462
FDQ15,6.675,Regular,Meat,83.1276
NCP50,17.35,Low Fat,Others,80.5618
FDV45,16.75,Low Fat,Snack Foods,186.4556
DRP35,18.85,Low Fat,Hard Drinks,129.6336
FDN23,6.575,Regular,Breads,143.5444
FDS44,12.65,Regular,Fruits and Vegetables,238.9538
NCI54,15.2,Low Fat,Household,110.9912
FDH40,15.2,Regular,Frozen Foods,79.3276
FDF46,7.07,Low Fat,Snack Foods,113.3834
FDA21,13.65,Low Fat,Snack Foods,184.4924
FDI41,13.65,Regular,Frozen Foods,145.2418
FDE35,7.06,Regular,Starchy Foods,58.8904
DRJ24,11.8,Low Fat,Soft Drinks,186.3924
NCK17,11.8,Low Fat,Health and Hygiene,41.548
FDA15,9.3,Low Fat,Dairy,250.2092
FDD36,9.3,Low Fat,Baking Goods,117.6124
DRD60,9.3,Low Fat,Soft Drinks,181.1634
FDA46,13.6,Low Fat,Snack Foods,195.4136
NCO54,19.5,Low Fat,Household,57.2614
FDL48,19.35,Regular,Baking Goods,47.1034
NCM19,19.35,Low Fat,Others,112.0202
FDS31,13.1,Regular,Fruits and Vegetables,178.9318
FDV12,16.7,Regular,Baking Goods,97.6384
FDQ31,5.785,Regular,Fruits and Vegetables,87.1856
FDK55,5.785,Low Fat,Meat,89.4172
DRG15,6.13,Low Fat,Dairy,59.3536
NCR17,9.8,Low Fat,Health and Hygiene,116.2492
FDV01,9.8,Regular,Canned,154.6314
FDT21,7.42,Low Fat,Snack Foods,248.4092
FDT10,16.7,Regular,Snack Foods,57.4562
FDL56,16.7,Low Fat,Fruits and Vegetables,85.6198
FDS49,9,Low Fat,Canned,80.1644
FDT32,9,Regular,Fruits and Vegetables,188.4214
NCX42,6.36,Low Fat,Household,164.5526
FDX26,17.7,Low Fat,Dairy,184.1292
FDN02,16.5,Low Fat,Canned,208.5638
FDJ40,16.5,Regular,Frozen Foods,108.6912
FDU13,16.5,low fat,Canned,146.0418
DRE27,11.85,Low Fat,Dairy,96.4726
FDS27,10.195,Regular,Meat,197.511
FDU44,10.195,Regular,Fruits and Vegetables,162.1552
DRM59,10.195,Low Fat,Hard Drinks,153.2998
FDT08,13.65,Low Fat,Fruits and Vegetables,150.505
FDL46,20.35,low fat,Snack Foods,117.9466
NCV30,20.2,Low Fat,Household,62.051
FDP51,13.85,Regular,Meat,119.6124
FDA51,8.05,Regular,Dairy,112.2518
FDM46,7.365,Low Fat,Snack Foods,94.712
FDK02,12.5,Low Fat,Canned,118.344
FDJ57,7.42,Regular,Seafood,184.8582
FDJ45,7.42,Low Fat,Seafood,33.7216
NCB31,6.235,Low Fat,Household,261.991
FDJ03,12.35,Regular,Dairy,49.1692
FDT50,6.75,Regular,Dairy,95.6752
NCY41,16.75,Low Fat,Health and Hygiene,36.8532
FDJ60,19.35,Regular,Baking Goods,163.3184
FDZ35,9.6,Regular,Breads,102.499
FDS21,19.85,Regular,Snack Foods,62.0194
FDM52,15.1,Low Fat,Frozen Foods,147.4076
FDQ08,15.1,Regular,Fruits and Vegetables,62.9536
FDS47,16.75,Low Fat,Breads,89.4856
DRM48,15.2,Low Fat,Soft Drinks,38.6848
FDW46,13,Regular,Snack Foods,65.7484
FDW27,5.86,Regular,Meat,154.1314
NCQ05,11.395,Low Fat,Health and Hygiene,150.1708
FDU40,20.85,Low Fat,Frozen Foods,192.2478
DRE12,20.85,Low Fat,Soft Drinks,112.886
FDX35,5.035,Regular,Breads,226.3036
FDD51,11.15,Low Fat,Dairy,45.0744
FDY27,6.38,Low Fat,Dairy,178.3344
NCN06,8.39,Low Fat,Household,162.2868
FDR57,5.675,Regular,Snack Foods,155.5288
FDW46,13,Regular,Snack Foods,65.9484
NCO17,13,Low Fat,Health and Hygiene,121.844
FDR19,13.5,Regular,Fruits and Vegetables,145.3102
FDJ33,8.895,Regular,Snack Foods,125.173
FDB15,10.895,Low Fat,Dairy,263.0568
FDA52,16.2,Regular,Frozen Foods,178.437
FDZ08,16.2,Regular,Fruits and Vegetables,84.1592
FDR27,15.1,Regular,Meat,131.9942
NCK42,7.475,Low Fat,Household,217.6192
FDZ12,7.475,Low Fat,Baking Goods,144.847
FDM60,10.8,Regular,Baking Goods,41.5138
NCI31,20,Low Fat,Others,35.019
FDX39,14.3,Regular,Meat,210.3586
NCV05,10.1,Low Fat,Health and Hygiene,153.4656
FDX16,17.85,Low Fat,Frozen Foods,149.105
DRK12,9.5,Low Fat,Soft Drinks,32.89
NCA05,20.75,Low Fat,Health and Hygiene,146.6734
DRG51,12.1,Low Fat,Dairy,164.6526
NCR30,20.6,Low Fat,Household,74.4696
NCE31,7.67,Low Fat,Household,33.1216
FDM56,7.67,Low Fat,Fruits and Vegetables,111.1912
FDP24,20.6,Low Fat,Baking Goods,119.5756
DRM37,15.35,Low Fat,Soft Drinks,196.6768
FDN56,5.46,Regular,Fruits and Vegetables,142.6786
DRE60,9.395,Low Fat,Soft Drinks,224.772
FDW49,9.395,Low Fat,Canned,180.6002
FDM20,10,Low Fat,Fruits and Vegetables,243.8144
FDK15,10,Low Fat,Meat,98.2042
FDK48,7.445,Low Fat,Baking Goods,73.3354
FDO49,7.445,Regular,Breakfast,49.7008
FDC09,15.5,Regular,Fruits and Vegetables,102.1332
NCZ41,19.85,Low Fat,Health and Hygiene,126.1704
FDP19,11.5,Low Fat,Fruits and Vegetables,128.1652
FDQ24,11.5,Low Fat,Baking Goods,250.4724
DRL11,10.5,Low Fat,Hard Drinks,159.0946
FDO36,19.7,Low Fat,Baking Goods,177.766
FDN52,19.7,Regular,Frozen Foods,86.9198
FDF21,10.3,Regular,Fruits and Vegetables,188.653
FDU40,20.85,Low Fat,Frozen Foods,192.7478
FDS51,13.35,Low Fat,Meat,61.4194
FDE45,12.1,Low Fat,Fruits and Vegetables,177.8002
FDX50,20.1,Low Fat,Dairy,108.7228
NCN14,20.1,Low Fat,Others,184.2608
FDQ21,21.25,Low Fat,Snack Foods,120.8756
FDV57,21.25,Regular,Snack Foods,181.766
FDB44,6.655,Low Fat,Fruits and Vegetables,209.2586
FDG52,13.65,Low Fat,Frozen Foods,47.7402
FDL38,13.65,Regular,Canned,88.4172
NCS54,13.6,Low Fat,Household,176.737
DRL37,15.5,Low Fat,Soft Drinks,41.577
FDA43,10.895,Low Fat,Fruits and Vegetables,196.6794
FDZ39,19.7,Regular,Meat,101.799
FDG45,8.1,Low Fat,Fruits and Vegetables,211.8902
FDH10,21,Low Fat,Snack Foods,195.0478
FDO10,13.65,Regular,Snack Foods,58.3588
FDS35,13.65,Low Fat,Breads,63.2826
FDI41,13.65,Regular,Frozen Foods,145.1418
FDN21,13.65,Low Fat,Snack Foods,163.1236
NCO18,13.15,Low Fat,Household,176.8686
FDB34,15.25,Low Fat,Snack Foods,85.2198
FDD05,19.35,Low Fat,Frozen Foods,121.5098
FDX59,19.35,Low Fat,Breads,33.0558
FDZ23,17.75,Regular,Baking Goods,185.424
FDX27,20.7,Regular,Dairy,92.7436
FDV07,9.5,Low Fat,Fruits and Vegetables,110.4228
FDR14,11.65,Low Fat,Dairy,55.5298
FDO01,21.1,Regular,Breakfast,128.7994
FDO13,7.865,Low Fat,Breakfast,166.3526
FDU25,12.35,Low Fat,Canned,57.0246
NCK54,12.35,Low Fat,Household,114.715
FDZ56,16.25,Low Fat,Fruits and Vegetables,168.1474
NCL55,12.15,Low Fat,Others,253.704
FDD59,10.5,Regular,Starchy Foods,78.296
FDJ55,12.8,Regular,Meat,226.0404
FDA45,12.8,Low Fat,Snack Foods,177.637
DRF23,4.61,Low Fat,Hard Drinks,172.8396
FDT49,7,Low Fat,Canned,105.728
NCO17,10,Low Fat,Health and Hygiene,120.644
FDH22,6.405,Low Fat,Snack Foods,128.1678
FDT34,9.3,Low Fat,Snack Foods,104.2964
FDB39,11.6,Low Fat,Dairy,57.9272
FDQ22,16.75,Low Fat,Snack Foods,39.1822
NCN43,12.15,Low Fat,Others,122.973
FDG57,14.7,Low Fat,Fruits and Vegetables,48.2034
FDR20,20,Regular,Fruits and Vegetables,46.7744
FDU22,20,Low Fat,Snack Foods,120.2124
NCC43,7.39,Low Fat,Household,250.9066
FDP01,20.75,Regular,Breakfast,150.5682
FDF52,9.3,Low Fat,Frozen Foods,184.2292
FDZ33,10.195,Low Fat,Snack Foods,147.6076
FDP48,10.195,Regular,Baking Goods,181.395
FDW56,7.68,Low Fat,Fruits and Vegetables,192.2162
FDC26,10.195,Low Fat,Canned,110.6886
FDF34,9.3,Regular,Snack Foods,200.0084
FDJ33,8.895,Regular,Snack Foods,123.473
FDD04,16,Low Fat,Dairy,143.2154
NCJ31,19.2,Low Fat,Others,239.2196
FDO57,20.75,Low Fat,Snack Foods,161.7578
FDM36,20.75,Regular,Baking Goods,172.1422
NCY05,13.5,Low Fat,Health and Hygiene,35.2874
FDS44,13.5,Regular,Fruits and Vegetables,241.7538
FDZ39,19.7,Regular,Meat,101.199
NCM31,6.095,Low Fat,Others,143.3154
DRK11,8.21,Low Fat,Hard Drinks,150.8392
NCL30,18.1,Low Fat,Household,127.3336
FDK28,5.695,Low Fat,Frozen Foods,259.2646
DRJ39,20.25,Low Fat,Dairy,219.3482
NCP06,20.25,Low Fat,Household,152.3366
FDE33,20.25,Regular,Fruits and Vegetables,80.3644
FDZ44,8.185,Low Fat,Fruits and Vegetables,115.6808
FDV46,18.2,Low Fat,Snack Foods,140.718
NCO06,19.25,Low Fat,Household,33.3558
DRG03,14.5,Low Fat,Dairy,154.4998
FDU37,9.5,Regular,Canned,80.196
FDI57,19.85,Low Fat,Seafood,196.8768
FDM45,8.655,Regular,Snack Foods,119.7756
FDC26,10.195,Low Fat,Canned,109.2886
FDU14,10.195,Low Fat,Dairy,248.375
FDB26,14,Regular,Canned,51.464
FDY58,11.65,Low Fat,Snack Foods,228.9694
FDS03,14.5,Low Fat,Meat,65.8826
FDR43,18.2,Low Fat,Fruits and Vegetables,38.319
FDZ25,18.2,Regular,Canned,169.379
NCN26,10.85,Low Fat,Household,117.1808
FDO38,17.25,Low Fat,Canned,77.2986
FDP28,13.65,Regular,Frozen Foods,261.2936
FDG31,12.15,Low Fat,Meat,65.4826
FDI45,13.1,Low Fat,Fruits and Vegetables,176.1054
NCS54,13.6,Low Fat,Household,176.037
FDE17,20.1,Regular,Frozen Foods,152.2366
NCG06,16.35,Low Fat,Household,257.6646
FDQ57,16.35,Low Fat,Snack Foods,144.476
NCB31,6.235,Low Fat,Household,263.991
NCP29,8.42,Low Fat,Health and Hygiene,65.8168
NCX29,8.42,Low Fat,Health and Hygiene,144.3102
FDU37,9.5,Regular,Canned,78.796
FDM02,12.5,Regular,Canned,86.0198
FDN16,12.6,Regular,Frozen Foods,102.199
FDR46,16.85,Low Fat,Snack Foods,147.476
FDE50,16.85,Regular,Canned,189.3556
FDL52,6.635,Regular,Frozen Foods,39.8506
FDQ49,20.2,Regular,Breakfast,157.663
FDI14,14.1,Low Fat,Canned,140.2496
FDS16,15.15,Regular,Frozen Foods,145.676
FDU15,13.65,Regular,Meat,37.9532
NCG43,13.65,Low Fat,Household,94.0462
FDR23,13.65,Low Fat,Breads,177.837
FDS52,13.65,Low Fat,Frozen Foods,102.1016
NCP18,12.15,Low Fat,Household,151.9708
DRF23,12.15,Low Fat,Hard Drinks,172.8396
FDO09,13.5,Regular,Snack Foods,262.191
FDB40,17.5,Regular,Dairy,145.9102
DRK37,17.5,Low Fat,Soft Drinks,189.453
DRN11,7.85,Low Fat,Hard Drinks,145.2444
FDE22,9.695,Low Fat,Snack Foods,159.692
FDF04,17.5,Low Fat,Frozen Foods,256.4304
FDE41,9.195,Regular,Frozen Foods,83.1566
FDW08,9.195,Low Fat,Fruits and Vegetables,106.028
NCD54,21.1,Low Fat,Household,143.4786
FDZ33,10.195,low fat,Snack Foods,146.5076
FDO23,17.85,Low Fat,Breads,93.8436
FDN34,15.6,Regular,Snack Foods,167.1132
FDL39,16.1,Regular,Dairy,182.1318
FDT28,13.3,Low Fat,Frozen Foods,151.6708
FDH33,12.85,Low Fat,Snack Foods,45.9428
FDA34,11.5,Low Fat,Starchy Foods,171.808
FDZ56,16.25,Low Fat,Fruits and Vegetables,166.4474
DRH23,14.65,Low Fat,Hard Drinks,54.0614
NCO18,13.15,Low Fat,Household,177.4686
DRG27,8.895,Low Fat,Dairy,42.0138
FDM28,15.7,Low Fat,Frozen Foods,181.366
NCY41,16.75,Low Fat,Health and Hygiene,35.7532
FDD21,10.3,Regular,Fruits and Vegetables,114.4176
FDD44,8.05,Regular,Fruits and Vegetables,257.1646
FDP16,18.6,Low Fat,Frozen Foods,246.6802
FDQ37,20.75,Low Fat,Breakfast,193.4478
NCY05,13.5,Low Fat,Health and Hygiene,37.0874
NCE07,8.18,low fat,Household,142.0154
DRI51,17.25,Low Fat,Dairy,173.3764
NCI31,20,Low Fat,Others,35.519
FDK60,16.5,Regular,Baking Goods,96.2068
FDY12,9.8,Regular,Baking Goods,49.8008
FDO38,17.25,Low Fat,Canned,76.0986
FDP11,15.85,Low Fat,Breads,218.7166
FDC21,15.85,Regular,Fruits and Vegetables,108.4254
NCF54,18,Low Fat,Household,172.6422
FDC35,18,Low Fat,Starchy Foods,207.5638
FDV43,16,Low Fat,Fruits and Vegetables,46.2086
DRE12,4.59,Low Fat,Soft Drinks,111.686
DRE27,11.85,Low Fat,Dairy,97.2726
DRC36,11.85,Regular,Soft Drinks,173.7054
FDZ38,11.85,Low Fat,Dairy,174.0422
NCW42,18.2,Low Fat,Household,220.7456
NCZ18,7.825,low fat,Household,255.5698
FDL13,7.825,Regular,Breakfast,232.73
NCN18,8.895,Low Fat,Household,113.3544
FDI41,18.5,Regular,Frozen Foods,148.6418
FDV22,14.85,Regular,Snack Foods,157.463
NCB43,14.85,Low Fat,Household,187.8898
FDQ46,7.51,Low Fat,Snack Foods,110.1544
FDC44,15.6,Low Fat,Fruits and Vegetables,111.9518
